state_code,state_name_english,state_name_local,state_census2011_code,district_code,district_name_english,district_name_local,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_name_local,subdistrict_census2011_code,last_updated
21,Odisha,ODISHA,21,353,Gajapati,"GAJAPATI                                          ",389,3106,Gurandi,,03106,2024-10-07
3,Punjab,"PUNJAB                                            ",03,32,Gurdaspur,"GURDASPUR                                         ",035,202,Gurdaspur,,00202,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,424,Rewa,रीवा,430,3481,Gurh,गुढ़,03481,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,521,Vizianagaram,"VIZIANAGARAM                                      ",543,4828,Gurla,,04828,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,635,Yadgir,ಯಾದಗಿರಿ,580,7094,Gurumitkal,,00000,2024-10-07
18,Assam,"ASSAM                                             ",18,618,"Kamrup Metro","KAMRUP MOHANAGAR                                  ",322,2128,Guwahati,,02128,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,437,Vidisha,विदिशा,443,3577,Gyaraspur,ग्यारसपुर,03577,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,231,"East Kameng","EAST KAMENG                                       ",247,1588,"Gyawe Purang Circle",,01588,2024-10-07
27,Maharashtra,महाराष्ट्र,27,485,Nanded,नांदेड,511,4098,Hadgaon,हदगाव,04098,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,19,Kinnaur,"KINNAUR                                           ",034,194,Hangrang,,00194,2024-10-07
10,Bihar,"BIHAR                                             ",10,195,Darbhanga,दरभंगा,215,1190,Hanumannagar,हनुमाननगर,01190,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,18,Kangra,"KANGRA                                            ",024,97,Harchakian,,00097,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,408,Harda,हरदा,448,3608,Harda,हरदा,03608,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,319,Murshidabad,"MURSHIDABAD                                       ",333,2242,Hariharpara,,02242,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,320,Nadia,"NADIA                                             ",336,2315,Haringhata,,02315,2024-10-07
10,Bihar,"BIHAR                                             ",10,206,Madhubani,मधुबनी,207,1081,Harlakhi,हरलाखी,01081,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,631,Ramanagara,ರಾಮನಗರ,584,7196,Harohalli,HAROHALLI,00000,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,399,Chhindwara,छिन्दवाड़ा,455,3649,Harrai,हर्रई,03649,2024-10-07
10,Bihar,"BIHAR                                             ",10,189,Aurangabad,औरंगाबाद,235,1477,Haspura,हसपुरा,01477,2024-10-07
21,Odisha,ODISHA,21,373,Sundargarh,"SUNDARGARH                                        ",374,2817,Hatibari,,02817,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,402,Dewas,देवास,437,3530,Hatpiplya,हाटपिपलिया,03530,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,540,Haveri,ಹಾವೇರಿ,564,5492,Haveri,ಹಾವೇರಿ,05492,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,628,Anjaw,"                                                  ",260,1736,"Hayuliang Adc",,01736,2024-10-07
27,Maharashtra,महाराष्ट्र,27,485,Nanded,नांदेड,511,4097,Himayatnagar,हिमायतनगर,04097,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,94,Bundi,"BUNDI                                             ",121,622,Hindoli,,00622,2024-10-07
27,Maharashtra,महाराष्ट्र,27,498,Wardha,वर्धा,504,4021,Hinganghat,हिंगणघाट,04021,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,533,Chitradurga,ಚಿತ್ರದುರ್ಗ,566,5508,Hiriyur,ಹಿರಿಯೂರು,05508,2024-10-07
15,Mizoram,"MIZORAM                                           ",15,726,Hnahthial,,000,1915,Hnahthial,,01915,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,409,Narmadapuram,नर्मदापुरम,449,7045,"Hoshangabad Nagar","होशंगाबाद नगर",00000,2024-10-07
13,Nagaland,"NAGALAND                                          ",13,247,Mon,"MON                                               ",261,1746,Hunta,,01746,2024-10-07
32,Kerala,"KERALA                                            ",32,556,Idukki,ഇടുക്കി,596,5942,Idukki,ഇടുക്കി,00000,2024-10-07
36,Telangana,తెలంగాణ,00,683,"Rajanna Sircilla","రాజన్న సిరిసిల్ల",000,4436,Illanthakunta,ఇల్లంతకుంట,04436,2024-10-07
36,Telangana,తెలంగాణ,00,516,Nizamabad,నిజామాబాదు,533,6236,Indalwai,"ఇందల్ వాయి",00000,2024-10-07
27,Maharashtra,महाराष्ट्र,27,490,Pune,पुणे,521,4200,Indapur,इंदापूर,04200,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,401,Datia,दतिया,422,3404,Indergarh," इन्दरगढ़",03404,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,410,Indore,इन्दौर,439,3543,Indore,इन्दौर,03543,2024-10-07
10,Bihar,"BIHAR                                             ",10,198,Jamui,जमुई,238,1525,"Islamnagar Aliganj","इस्लामनगर अलीगंज",01525,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,26,Una,"UNA                                               ",029,6889,Ispur,,00000,2024-10-07
27,Maharashtra,महाराष्ट्र,27,479,Jalna,जालना,514,4126,Jafrabad,जाफ्राबाद,04126,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,439,Amreli,"AMRELI                                            ",480,3848,Jafrabad,,03848,2024-10-07
20,Jharkhand,झारखंड,20,343,"West Singhbhum","पश्चिमी सिंघभूम",368,2743,Jagannathpur,जगन्नाथपुर,02743,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,746,Kakinada,Kakinada,000,4898,Jaggampeta,,04898,2024-10-07
36,Telangana,తెలంగాణ,00,681,Jagitial,జగిత్యాల,000,4414,Jagitial,జగిత్యాల్,04414,2024-10-07
36,Telangana,తెలంగాణ,00,681,Jagitial,జగిత్యాల,000,6211,"Jagitial Rural","జగిత్యాల రూరల్",00000,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,780,Shahpura,शाहपुरा,NA,636,Jahazpur,,00636,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,762,Sakti,सक्ती,000,3286,Jaijaipur,,03286,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,321,Purulia,"PURULIA                                           ",340,2378,Jaipur,,02378,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,103,Jaisalmer,"JAISALMER                                         ",114,574,Jaisalmer,,00574,2024-10-07
21,Odisha,ODISHA,21,356,Jajapur,"JAJAPUR                                           ",382,2978,"Jajpur Sadar",,02978,2024-10-07
3,Punjab,"PUNJAB                                            ",03,651,Fazilka,,000,236,Jalalabad,,00236,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,121,"Ambedkar Nagar","AMBEDKAR NAGAR                                    ",178,909,Jalalpur,,00909,2024-10-07
10,Bihar,"BIHAR                                             ",10,218,Saran,सारण,219,1256,Jalalpur,जलालपुर,01256,2024-10-07
10,Bihar,"BIHAR                                             ",10,207,Munger,मुंगेर,226,1358,Jamalpur,जमालपुर,01358,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,238,Tawang,"TAWANG                                            ",245,1561,"Jang Adc","Jang ADC",01561,2024-10-07
21,Odisha,ODISHA,21,362,Khordha,"KHORDHA                                           ",386,3050,Jankia,,03050,2024-10-07
21,Odisha,ODISHA,21,344,Anugul,"ANUGUL                                            ",384,3012,Jarapada,,03012,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,647,Mungeli,मुंगेली,000,7311,Jarhagaon,जरहागाँव,00000,2024-10-07
21,Odisha,ODISHA,21,365,Mayurbhanj,"MAYURBHANJ                                        ",376,2867,Jashipur,,02867,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,93,Bikaner,"BIKANER                                           ",101,7365,Jasrasar,जसरासर,00000,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,139,Etawah,"ETAWAH                                            ",161,836,Jaswantnagar,,00836,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,104,Jalore,"JALORE                                            ",116,6044,Jaswantpura,,00000,2024-10-07
21,Odisha,ODISHA,21,362,Khordha,"KHORDHA                                           ",386,3049,Jatani,,03049,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,152,Jaunpur,"JAUNPUR                                           ",194,984,Jaunpur,,00984,2024-10-07
27,Maharashtra,महाराष्ट्र,27,665,Palghar,"पालघर ",000,4160,Jawhar,जव्हार,04160,2024-10-07
10,Bihar,"BIHAR                                             ",10,199,Jehanabad,जहानाबाद,239,1536,Jehanabad,जहानाबाद,01536,2024-10-07
21,Odisha,ODISHA,21,363,Koraput,"KORAPUT                                           ",398,3209,Jeypore,,03209,2024-10-07
10,Bihar,"BIHAR                                             ",10,206,Madhubani,मधुबनी,207,1097,Jhanjharpur,झंझारपुर,01097,2024-10-07
21,Odisha,ODISHA,21,357,Jharsuguda,"JHARSUGUDA                                        ",371,2776,Jharsuguda,,02776,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,414,"Khargone (West Nimar)","खरगोन (पश्चिम निमाड़)",440,3553,Jhiranya,झिरनिया,03553,2024-10-07
36,Telangana,తెలంగాణ,00,518,"Ranga Reddy","రంగా రెడ్డి",537,6322,"Jilled Chowdergudem","జిల్లెడ్ చౌదెర్గూడెం",00000,2024-10-07
36,Telangana,తెలంగాణ,00,691,Sangareddy,సంగారెడ్డి,000,4493,Jinnaram,జిన్నారం,04493,2024-10-07
17,Meghalaya,"MEGHALAYA                                         ",17,276,"Ri Bhoi","RI BHOI                                           ",297,1986,Jirang,,01986,2024-10-07
27,Maharashtra,महाराष्ट्र,27,473,Chandrapur,चंद्रपूर,509,4076,Jiwati,जिवती,04076,2024-10-07
11,Sikkim,"SIKKIM                                            ",11,227,Namchi,Namchi,243,6399,Jorethang,Jorethang,00000,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,767,Deeg,डीग,NA,7381,Jurhara,जुरहरा,00000,2024-10-07
21,Odisha,ODISHA,21,354,Ganjam,"GANJAM                                            ",388,3080,Kabisuryanagar,,03080,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,780,Shahpura,शाहपुरा,NA,7366,Kachola,काछोला,00000,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,733,Tenkasi,தென்காசி,000,6639,Kadayanallur,கடையநல்லூா்,00000,2024-10-07
27,Maharashtra,महाराष्ट्र,27,480,Kolhapur,कोल्हापूर,530,4290,Kagal,कागल,04290,2024-10-07
16,Tripura,ত্রিপুরা,16,655,Unakoti,ঊনকোটি,000,6682,Kailashahar,কৈলাসহর,00000,2024-10-07
20,Jharkhand,झारखंड,20,336,Lohardaga,लोहरदगा,356,2600,Kairo,,02600,2024-10-07
21,Odisha,ODISHA,21,363,Koraput,"KORAPUT                                           ",398,3206,Kakiriguma,,03206,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,506,Guntur,"GUNTUR                                            ",548,5083,Kakumanu,,05083,2024-10-07
18,Assam,"ASSAM                                             ",18,617,Udalguri,,326,6427,Kalaigaon,,00000,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,242,"West Kameng","WEST KAMENG                                       ",246,1570,"Kalaktang Adc","Kalaktang ADC",01570,2024-10-07
27,Maharashtra,महाराष्ट्र,27,484,Nagpur,नागपूर,505,4025,Kalameshwar,"कळमेश्वर ",04025,2024-10-07
27,Maharashtra,महाराष्ट्र,27,477,Hingoli,हिंगोली,512,4114,Kalamnuri,कळमनुरी,04114,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,430,Shajapur,शाजापुर,436,3523,Kalapipal,कालापीपल,03523,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,593,Tiruvannamalai,"TIRUVANNAMALAI                                    ",606,5959,Kalasapakkam,,00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,316,Malda,MALDA,332,2220,"Kaliachak - I",,02220,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,311,"Uttar Dinajpur","UTTAR DINAJPUR",330,2198,Kaliaganj,,02198,2024-10-07
21,Odisha,ODISHA,21,356,Jajapur,"JAJAPUR                                           ",382,2971,Kaliapani,,02971,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,753,Annamayya,Annamayya,000,5387,Kalikiri,,05387,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,702,Kalimpong,KALIMPONG,000,2156,"Kalimpong -I",,02156,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,173,Pilibhit,"PILIBHIT                                          ",151,6866,Kalinagar,,00000,2024-10-07
